Nielsen SKU Name,Year,PPG Name,Retailer,DATE,Level,Activity name,Mechanic,"Discount, NRV %",Weeknum,TE Off Inv,TE On Inv,COGS,PPG,List Price Nov 2019 Price per PC,List Price July 2020 Price per PC,List_Price,ROI
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-04-25,NA,21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA,['2 + 1 free'],0.25,17,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,1.47430163280537
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-05-02,NA,21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA,['2 + 1 free'],0.25,18,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,1.47430163280537
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-05-09,NA,21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA,['2 + 1 free'],0.25,19,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,1.47430163280537
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-05-23,NA,Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo,['No discount'],0.1,21,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,0.769979864692771
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-05-30,NA,Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo,['No discount'],0.1,22,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,0.769979864692771
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-06-06,NA,Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo,['No discount'],0.1,23,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,0.769979864692771
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-07-18,NA,21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA,['2 + 1 free'],0.25,29,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,1.49541377789079
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-07-25,NA,21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA,['2 + 1 free'],0.25,30,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,1.49541377789079
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-08-01,NA,21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA,['2 + 1 free'],0.25,31,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,1.49541377789079
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-09-26,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.25,39,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,1.4840172950365
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-10-03,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.25,40,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,1.4840172950365
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-10-10,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.25,41,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,1.4840172950365
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-12-05,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.25,49,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,1.48608335856033
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-12-12,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.25,50,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,1.48608335856033
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-12-19,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.25,51,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,1.48608335856033
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021.0,Orbit OTC,Lenta,2021-12-26,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.25,52,0.05,0.2732,4.900833333333335,Orbit OTC,19.09999999999999,20.44,20.44,1.48608335856033
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-01-03,NA,[Unknown],['2 + 1 free'],0.23,1,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-01-31,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,5,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.52160966162416
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-02-07,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,6,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.52160966162416
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-02-14,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,7,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.52160966162416
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-04-11,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,15,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.40190795390928
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-04-18,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,16,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.40190795390928
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-04-25,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,17,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.40190795390928
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-05-02,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,18,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.40190795390928
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-05-09,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,19,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.40190795390928
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-05-23,NA,Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo,['No discount'],0.1,21,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,0.901061698550093
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-05-30,NA,Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo,['No discount'],0.1,22,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,0.901061698550093
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-06-06,NA,Customized Promo_Customized Promo_Customized Promo_Customized Promo_Customized Promo,['No discount'],0.1,23,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,0.901061698550093
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-07-04,NA,21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA,['2 + 1 free'],0.23,27,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.55741893300765
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-07-11,NA,21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA,['2 + 1 free'],0.23,28,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.55741893300765
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-07-18,NA,21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA_21_ORBIT DATING EBA,['2 + 1 free'],0.23,29,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.55741893300765
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-11-07,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,45,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.41041632916143
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-11-14,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,46,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.41041632916143
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-11-21,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,47,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.41041632916143
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-12-05,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,49,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.40772686059646
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-12-12,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,50,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.40772686059646
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-12-19,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,51,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.40772686059646
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021.0,Orbit XXL,Lenta,2021-12-26,NA,Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo_Tactical Promo,['2 + 1 free'],0.23,52,0.05,0.2732,7.030000000000005,Orbit XXL,24.44999999999999,26.41,26.41,1.40772686059646
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021.0,Snickers Crisp Trio,Lenta,2021-03-14,NA,"21_Snickers EBA, Nut Butter +BBP#1",['Single price off % discount'],0.15,11,0.05,0.1993,13.589285714285715,Snickers Crisp Trio,25.1,26.68,26.68,0.747722375919013
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021.0,Snickers Crisp Trio,Lenta,2021-03-21,NA,"21_Snickers EBA, Nut Butter +BBP#1",['Single price off % discount'],0.15,12,0.05,0.1993,13.589285714285715,Snickers Crisp Trio,25.1,26.68,26.68,0.747722375919013
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021.0,Snickers Crisp Trio,Lenta,2021-03-28,NA,"21_Snickers EBA, Nut Butter +BBP#1",['Single price off % discount'],0.15,13,0.05,0.1993,13.589285714285715,Snickers Crisp Trio,25.1,26.68,26.68,0.747722375919013
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021.0,Snickers Crisp Trio,Lenta,2021-08-29,NA,21_Snickers EBA + BBP#2,['Single price off % discount'],0.15,35,0.05,0.1993,13.589285714285715,Snickers Crisp Trio,25.1,26.68,26.68,0.733622844766272
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021.0,Snickers Crisp Trio,Lenta,2021-09-05,NA,21_Snickers EBA + BBP#2,['Single price off % discount'],0.15,36,0.05,0.1993,13.589285714285715,Snickers Crisp Trio,25.1,26.68,26.68,0.733622844766272
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021.0,Snickers Crisp Trio,Lenta,2021-09-12,NA,21_Snickers EBA + BBP#2,['Single price off % discount'],0.15,37,0.05,0.1993,13.589285714285715,Snickers Crisp Trio,25.1,26.68,26.68,0.733622844766272
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021.0,Snickers Crisp Trio,Lenta,2021-09-19,NA,21_Snickers EBA + BBP#2,['Single price off % discount'],0.15,38,0.05,0.1993,13.589285714285715,Snickers Crisp Trio,25.1,26.68,26.68,0.733622844766272
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021.0,Snickers Crisp Trio,Lenta,2021-09-26,NA,21_Snickers EBA + BBP#2,['Single price off % discount'],0.15,39,0.05,0.1993,13.589285714285715,Snickers Crisp Trio,25.1,26.68,26.68,0.733622844766272
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021.0,Snickers Crisp Trio,Lenta,2021-10-24,NA,21_Snickers EBA + BBP#3,['Single price off % discount'],0.15,43,0.05,0.1993,13.589285714285715,Snickers Crisp Trio,25.1,26.68,26.68,0.760404961891075
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021.0,Snickers Crisp Trio,Lenta,2021-10-31,NA,21_Snickers EBA + BBP#3,['Single price off % discount'],0.15,44,0.05,0.1993,13.589285714285715,Snickers Crisp Trio,25.1,26.68,26.68,0.760404961891075
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021.0,Snickers Crisp Trio,Lenta,2021-11-07,NA,21_Snickers EBA + BBP#3,['Single price off % discount'],0.15,45,0.05,0.1993,13.589285714285715,Snickers Crisp Trio,25.1,26.68,26.68,0.760404961891075
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021.0,Snickers Crisp Trio,Lenta,2021-11-14,NA,21_Snickers EBA + BBP#3,['Single price off % discount'],0.15,46,0.05,0.1993,13.589285714285715,Snickers Crisp Trio,25.1,26.68,26.68,0.760404961891075
