Nielsen SKU Name,Year,PPG Name,Retailer,DATE,Level,Activity name,Mechanic,"Discount, NRV %",Weeknum,TE Off Inv,TE On Inv,COGS,GMAC,PPG,List Price Nov 2019 Price per PC,List Price July 2020 Price per PC,List_Price
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-08-15,NA,21_B2S MULTIBRAND_21_B2S MULTIBRAND,Single price off % discount,0.25,33,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-08-22,NA,21_B2S MULTIBRAND_21_B2S MULTIBRAND,Single price off % discount,0.25,34,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-09-19,NA,Catalogue_Tactical Promo_Tactical Promo,Single price off % discount,0.25,38,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-09-26,NA,Catalogue_Tactical Promo_Tactical Promo_Tactical Promo,Single price off % discount,0.25,39,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-10-03,NA,Catalogue_Tactical Promo_Tactical Promo_Tactical Promo,Single price off % discount,0.25,40,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-10-10,NA,Catalogue_Tactical Promo_Tactical Promo_Tactical Promo,Single price off % discount,0.25,41,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-10-17,NA,Catalogue_Tactical Promo_Tactical Promo,Single price off % discount,0.25,42,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-11-14,NA,21_NEW YEAR MULTIBRAND,Single price off % discount,0.25,46,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-11-21,NA,21_NEW YEAR MULTIBRAND,Single price off % discount,0.25,47,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-11-28,NA,21_NEW YEAR MULTIBRAND,Single price off % discount,0.25,48,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-12-05,NA,21_NEW YEAR MULTIBRAND,Single price off % discount,0.25,49,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-12-12,NA,21_NEW YEAR MULTIBRAND_21_NEW YEAR MULTIBRAND,Single price off % discount,0.25,50,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-12-19,NA,21_NEW YEAR MULTIBRAND,Single price off % discount,0.25,51,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
MARS(MARS) MINIS CARML&NGT 1KG,2021,Loose,Magnit,2021-12-26,NA,21_NEW YEAR MULTIBRAND,Single price off % discount,0.25,52,0.05,0.2436,91.91894448461233,0.8140662659809121,Loose,452.01,494.364,494.364
M&M`S S SHOKOLADOM CHOC. 0.36KG S,2021,M&M 360g,Magnit,2021-02-07,NA,Promo HM,Single price off % discount,0.15,6,0.05,0.2436,97.25,0.5065706022629256,M&M 360g,183.17,197.09,197.09
M&M`S S SHOKOLADOM CHOC. 0.36KG S,2021,M&M 360g,Magnit,2021-02-14,NA,Promo HM,Single price off % discount,0.15,7,0.05,0.2436,97.25,0.5065706022629256,M&M 360g,183.17,197.09,197.09
M&M`S S SHOKOLADOM CHOC. 0.36KG S,2021,M&M 360g,Magnit,2021-02-21,NA,Promo HM,Single price off % discount,0.15,8,0.05,0.2436,97.25,0.5065706022629256,M&M 360g,183.17,197.09,197.09
M&M`S S SHOKOLADOM CHOC. 0.36KG S,2021,M&M 360g,Magnit,2021-04-04,NA,21_EASTER,Single price off % discount,0.2,14,0.05,0.2436,97.25,0.5065706022629256,M&M 360g,183.17,197.09,197.09
M&M`S S SHOKOLADOM CHOC. 0.36KG S,2021,M&M 360g,Magnit,2021-04-11,NA,21_EASTER,Single price off % discount,0.2,15,0.05,0.2436,97.25,0.5065706022629256,M&M 360g,183.17,197.09,197.09
M&M`S S SHOKOLADOM CHOC. 0.36KG S,2021,M&M 360g,Magnit,2021-04-18,NA,21_EASTER,Single price off % discount,0.2,16,0.05,0.2436,97.25,0.5065706022629256,M&M 360g,183.17,197.09,197.09
M&M`S S SHOKOLADOM CHOC. 0.36KG S,2021,M&M 360g,Magnit,2021-04-25,NA,21_EASTER,Single price off % discount,0.2,17,0.05,0.2436,97.25,0.5065706022629256,M&M 360g,183.17,197.09,197.09
M&M`S S SHOKOLADOM CHOC. 0.36KG S,2021,M&M 360g,Magnit,2021-05-02,NA,21_EASTER,Single price off % discount,0.2,18,0.05,0.2436,97.25,0.5065706022629256,M&M 360g,183.17,197.09,197.09
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-03-07,NA,21_Orbit Reinforce chew EBA,Single price off % discount,0.15,10,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-03-14,NA,21_Orbit Reinforce chew EBA,Single price off % discount,0.15,11,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-03-21,NA,21_Orbit Reinforce chew EBA,Single price off % discount,0.15,12,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-03-28,NA,21_Orbit Reinforce chew EBA,Single price off % discount,0.15,13,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-04-04,NA,21_Orbit Reinforce chew EBA_21_Orbit Reinforce chew EBA,Single price off % discount,0.25,14,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-04-11,NA,21_Orbit Reinforce chew EBA,2 + 1 free,0.25,15,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-04-18,NA,21_Orbit Reinforce chew EBA,2 + 1 free,0.25,16,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-04-25,NA,21_Orbit Reinforce chew EBA,2 + 1 free,0.25,17,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-05-02,NA,21_Orbit Reinforce chew EBA,2 + 1 free,0.25,18,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-05-16,NA,Tactical Promo_Tactical Promo,2 + 1 free,0.25,20,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-05-23,NA,Tactical Promo_Tactical Promo,2 + 1 free,0.25,21,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-05-30,NA,Tactical Promo_Tactical Promo,2 + 1 free,0.25,22,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-06-27,NA,21_ORBIT DATING EBA_21_ORBIT DATING EBA,2 + 1 free,0.25,26,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-07-04,NA,21_ORBIT DATING EBA_21_ORBIT DATING EBA,2 + 1 free,0.25,27,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-07-11,NA,21_ORBIT DATING EBA_21_ORBIT DATING EBA,2 + 1 free,0.25,28,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-07-18,NA,21_ORBIT DATING EBA_21_ORBIT DATING EBA,2 + 1 free,0.25,29,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-07-25,NA,21_ORBIT DATING EBA_21_ORBIT DATING EBA,2 + 1 free,0.25,30,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-11-14,NA,Tactical Promo_Tactical Promo,2 + 1 free,0.25,46,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-11-21,NA,Tactical Promo_Tactical Promo,2 + 1 free,0.25,47,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-11-28,NA,Tactical Promo_Tactical Promo,2 + 1 free,0.25,48,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-12-05,NA,Tactical Promo_Tactical Promo,2 + 1 free,0.25,49,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) YAGODNIY MIKS BERRY MIX F 10P 0.0136KG WP,2021,Orbit OTC,Magnit,2021-12-12,NA,Tactical Promo_Tactical Promo,2 + 1 free,0.25,50,0.05,0.3606,4.900833333333335,0.7602332028701891,Orbit OTC,19.09999999999999,20.44,20.44
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-04-04,NA,21_Orbit Reinforce chew EBA,2 + 1 free,0.25,14,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-04-11,NA,21_Orbit Reinforce chew EBA,2 + 1 free,0.25,15,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-04-18,NA,21_Orbit Reinforce chew EBA,2 + 1 free,0.25,16,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-04-25,NA,21_Orbit Reinforce chew EBA,2 + 1 free,0.25,17,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-05-02,NA,21_Orbit Reinforce chew EBA,2 + 1 free,0.25,18,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-05-16,NA,Tactical Promo,2nd half price,0.25,20,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-05-23,NA,Tactical Promo,2nd half price,0.25,21,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-05-30,NA,Tactical Promo,2nd half price,0.25,22,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-06-27,NA,21_ORBIT DATING EBA,2nd half price,0.25,26,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-07-04,NA,21_ORBIT DATING EBA,2nd half price,0.25,27,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-07-11,NA,21_ORBIT DATING EBA,2nd half price,0.25,28,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-07-18,NA,21_ORBIT DATING EBA,2nd half price,0.25,29,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-07-25,NA,21_ORBIT DATING EBA,2nd half price,0.25,30,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-11-14,NA,Tactical Promo,2nd half price,0.25,46,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-11-21,NA,Tactical Promo,2nd half price,0.25,47,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-11-28,NA,Tactical Promo,2nd half price,0.25,48,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-12-05,NA,Tactical Promo,2nd half price,0.25,49,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
ORBIT(MARS) WHITE XXL SOFT MINT F 15P 0.0204KG WP,2021,Orbit XXL,Magnit,2021-12-12,NA,Tactical Promo,2nd half price,0.25,50,0.05,0.3606,7.030000000000005,0.7338129496402876,Orbit XXL,24.44999999999999,26.41,26.41
Skittles Sour Mix 38g,2021,Skittles 38g,Magnit,2021-03-21,NA,Tactical Promo,Single price off % discount,0.2,12,0.05,0.2436,7.559027777777775,0.6843829737879843,Skittles 38g,22.05,23.95,23.95
Skittles Sour Mix 38g,2021,Skittles 38g,Magnit,2021-03-28,NA,Tactical Promo,Single price off % discount,0.2,13,0.05,0.2436,7.559027777777775,0.6843829737879843,Skittles 38g,22.05,23.95,23.95
Skittles Sour Mix 38g,2021,Skittles 38g,Magnit,2021-04-04,NA,Tactical Promo,Single price off % discount,0.2,14,0.05,0.2436,7.559027777777775,0.6843829737879843,Skittles 38g,22.05,23.95,23.95
Skittles Sour Mix 38g,2021,Skittles 38g,Magnit,2021-11-14,NA,Customized Promo,Single price off % discount,0.2,46,0.05,0.2436,7.559027777777775,0.6843829737879843,Skittles 38g,22.05,23.95,23.95
Skittles Sour Mix 38g,2021,Skittles 38g,Magnit,2021-11-21,NA,Customized Promo,Single price off % discount,0.2,47,0.05,0.2436,7.559027777777775,0.6843829737879843,Skittles 38g,22.05,23.95,23.95
Skittles Sour Mix 38g,2021,Skittles 38g,Magnit,2021-11-28,NA,Customized Promo,Single price off % discount,0.2,48,0.05,0.2436,7.559027777777775,0.6843829737879843,Skittles 38g,22.05,23.95,23.95
Skittles Sour Mix 38g,2021,Skittles 38g,Magnit,2021-12-05,NA,Customized Promo,Single price off % discount,0.2,49,0.05,0.2436,7.559027777777775,0.6843829737879843,Skittles 38g,22.05,23.95,23.95
Skittles Sour Mix 38g,2021,Skittles 38g,Magnit,2021-12-12,NA,Customized Promo,Single price off % discount,0.2,50,0.05,0.2436,7.559027777777775,0.6843829737879843,Skittles 38g,22.05,23.95,23.95
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-03-07,NA,"21_Snickers EBA, Nut Butter +BBP#1",Single price off % discount,0.15,10,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-03-14,NA,"21_Snickers EBA, Nut Butter +BBP#1",Single price off % discount,0.15,11,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-03-21,NA,"21_Snickers EBA, Nut Butter +BBP#1",Single price off % discount,0.15,12,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-03-28,NA,"21_Snickers EBA, Nut Butter +BBP#1",Single price off % discount,0.15,13,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-04-04,NA,"21_Snickers EBA, Nut Butter +BBP#1",Single price off % discount,0.15,14,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-08-01,NA,21_Snickers EBA + BBP#2,Single price off % discount,0.15,31,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-08-08,NA,21_Snickers EBA + BBP#2,Single price off % discount,0.15,32,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-08-15,NA,21_Snickers EBA + BBP#2,Single price off % discount,0.15,33,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-08-22,NA,21_Snickers EBA + BBP#2,Single price off % discount,0.15,34,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-08-29,NA,21_Snickers EBA + BBP#2,Single price off % discount,0.15,35,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-11-14,NA,21_Snickers EBA + BBP#3,Single price off % discount,0.15,46,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-11-21,NA,21_Snickers EBA + BBP#3,Single price off % discount,0.15,47,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-11-28,NA,21_Snickers EBA + BBP#3,Single price off % discount,0.15,48,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-12-05,NA,21_Snickers EBA + BBP#3,Single price off % discount,0.15,49,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
SNICKERS KRISPER MCH CARML&CRNCHY-RC-BLLS&PNT BR 0.06KG,2021,Snickers Crisp Trio,Magnit,2021-12-12,NA,21_Snickers EBA + BBP#3,Single price off % discount,0.15,50,0.05,0.2436,13.589285714285715,0.4906564574855429,Snickers Crisp Trio,25.1,26.68,26.68
BOUNTY(MARS) MCH COCONUT BR 0.055KG,2021,Std Bars,Magnit,2021-07-11,NA,Cross Promo,Single price off % discount,0.15,28,0.05,0.2436,8.628559027777778,0.6460804336432413,Std Bars,23.07333333333333,24.38,24.38
BOUNTY(MARS) MCH COCONUT BR 0.055KG,2021,Std Bars,Magnit,2021-07-18,NA,Cross Promo,Single price off % discount,0.15,29,0.05,0.2436,8.628559027777778,0.6460804336432413,Std Bars,23.07333333333333,24.38,24.38
BOUNTY(MARS) MCH COCONUT BR 0.055KG,2021,Std Bars,Magnit,2021-07-25,NA,Cross Promo,Single price off % discount,0.15,30,0.05,0.2436,8.628559027777778,0.6460804336432413,Std Bars,23.07333333333333,24.38,24.38
